33   16
0.000000    -0.000000
0.031250    -0.096074
0.062500    -0.380602
0.093750    -0.842652
0.125000    -1.464466
0.156250    -2.222149
0.187500    -3.086583
0.218750    -4.024548
0.250000    -5.000000
0.281250    -5.975452
0.312500    -6.913417
0.343750    -7.777851
0.375000    -8.535534
0.406250    -9.157348
0.437500    -9.619398
0.468750    -9.903926
0.500000    -10.000000
0.531250    -9.903926
0.562500    -9.619398
0.593750    -9.157348
0.625000    -8.535534
0.656250    -7.777851
0.687500    -6.913417
0.718750    -5.975452
0.750000    -5.000000
0.781250    -4.024548
0.812500    -3.086583
0.843750    -2.222149
0.875000    -1.464466
0.906250    -0.842652
0.937500    -0.380602
0.968750    -0.096074
1.000000    0.000000
