      left      right     bottom        top 
1.00000000 1.00000000 1.00000000 1.00000000 

3.96406E-3 1.58170E-2 9.60761E-4 3.29437E-2 
3.96707E-3 1.58197E-2 9.63634E-4 3.29424E-2 
3.97006E-3 1.58224E-2 9.66484E-4 3.29412E-2 
3.97302E-3 1.58251E-2 9.69312E-4 3.29399E-2 
3.97597E-3 1.58277E-2 9.72117E-4 3.29386E-2 
3.97889E-3 1.58303E-2 9.74900E-4 3.29374E-2 
3.98179E-3 1.58329E-2 9.77661E-4 3.29362E-2 
3.98467E-3 1.58355E-2 9.80400E-4 3.29349E-2 
3.98753E-3 1.58380E-2 9.83117E-4 3.29337E-2 
3.99037E-3 1.58405E-2 9.85811E-4 3.29325E-2 
3.99318E-3 1.58431E-2 9.88484E-4 3.29313E-2 
3.99598E-3 1.58455E-2 9.91134E-4 3.29300E-2 
3.99875E-3 1.58480E-2 9.93763E-4 3.29288E-2 
4.00151E-3 1.58505E-2 9.96369E-4 3.29277E-2 
4.00424E-3 1.58529E-2 9.98954E-4 3.29265E-2 
4.00695E-3 1.58553E-2 1.00151E-3 3.29253E-2 
4.00967E-3 1.58577E-2 1.00405E-3 3.29241E-2 
4.01238E-3 1.58601E-2 1.00657E-3 3.29230E-2 
4.01507E-3 1.58624E-2 1.00907E-3 3.29218E-2 
4.01774E-3 1.58648E-2 1.01155E-3 3.29207E-2 
4.02038E-3 1.58671E-2 1.01400E-3 3.29195E-2 
4.02301E-3 1.58694E-2 1.01643E-3 3.29184E-2 
4.02561E-3 1.58717E-2 1.01885E-3 3.29173E-2 
4.02820E-3 1.58739E-2 1.02124E-3 3.29161E-2 
4.03076E-3 1.58762E-2 1.02361E-3 3.29150E-2 
4.03330E-3 1.58784E-2 1.02596E-3 3.29139E-2 
4.03583E-3 1.58806E-2 1.02828E-3 3.29128E-2 
4.03833E-3 1.58828E-2 1.03059E-3 3.29117E-2 
4.04081E-3 1.58849E-2 1.03288E-3 3.29106E-2 
4.04328E-3 1.58871E-2 1.03514E-3 3.29096E-2 
4.04572E-3 1.58892E-2 1.03739E-3 3.29085E-2 
4.04814E-3 1.58913E-2 1.03961E-3 3.29074E-2 
4.05054E-3 1.58934E-2 1.04182E-3 3.29064E-2 
4.05292E-3 1.58955E-2 1.04400E-3 3.29053E-2 
4.05529E-3 1.58976E-2 1.04616E-3 3.29043E-2 
4.05763E-3 1.58996E-2 1.04831E-3 3.29033E-2 
4.05995E-3 1.59016E-2 1.05043E-3 3.29022E-2 
4.06226E-3 1.59037E-2 1.05253E-3 3.29012E-2 
4.06454E-3 1.59057E-2 1.05462E-3 3.29002E-2 
4.06681E-3 1.59076E-2 1.05668E-3 3.28992E-2 
4.06905E-3 1.59096E-2 1.05873E-3 3.28982E-2 
4.07128E-3 1.59115E-2 1.06075E-3 3.28972E-2 
4.07349E-3 1.59135E-2 1.06276E-3 3.28962E-2 
4.07568E-3 1.59154E-2 1.06475E-3 3.28952E-2 
4.07784E-3 1.59173E-2 1.06672E-3 3.28943E-2 
4.08000E-3 1.59192E-2 1.06867E-3 3.28933E-2 
4.08213E-3 1.59210E-2 1.07060E-3 3.28923E-2 
4.08424E-3 1.59229E-2 1.07251E-3 3.28914E-2 
4.08634E-3 1.59247E-2 1.07440E-3 3.28905E-2 
4.08841E-3 1.59265E-2 1.07628E-3 3.28895E-2 
4.09047E-3 1.59284E-2 1.07814E-3 3.28886E-2 
4.09251E-3 1.59301E-2 1.07997E-3 3.28877E-2 
4.09453E-3 1.59319E-2 1.08180E-3 3.28867E-2 
4.09654E-3 1.59337E-2 1.08360E-3 3.28858E-2 
4.09853E-3 1.59354E-2 1.08539E-3 3.28849E-2 
4.10049E-3 1.59371E-2 1.08715E-3 3.28840E-2 
4.10244E-3 1.59389E-2 1.08890E-3 3.28831E-2 
4.10438E-3 1.59406E-2 1.09064E-3 3.28823E-2 
4.10629E-3 1.59423E-2 1.09235E-3 3.28814E-2 
4.10819E-3 1.59439E-2 1.09405E-3 3.28805E-2 
4.11007E-3 1.59456E-2 1.09573E-3 3.28796E-2 
4.11194E-3 1.59472E-2 1.09740E-3 3.28788E-2 
4.11378E-3 1.59489E-2 1.09905E-3 3.28779E-2 
4.11561E-3 1.59505E-2 1.10068E-3 3.28771E-2 
4.11743E-3 1.59521E-2 1.10230E-3 3.28763E-2 
4.11922E-3 1.59537E-2 1.10390E-3 3.28754E-2 
4.12100E-3 1.59552E-2 1.10548E-3 3.28746E-2 
4.12277E-3 1.59568E-2 1.10705E-3 3.28738E-2 
4.12451E-3 1.59584E-2 1.10860E-3 3.28730E-2 
4.12624E-3 1.59599E-2 1.11013E-3 3.28722E-2 
4.12796E-3 1.59614E-2 1.11165E-3 3.28714E-2 
4.12966E-3 1.59629E-2 1.11316E-3 3.28706E-2 
4.13134E-3 1.59644E-2 1.11465E-3 3.28698E-2 
4.13301E-3 1.59659E-2 1.11612E-3 3.28690E-2 
4.13466E-3 1.59674E-2 1.11758E-3 3.28682E-2 
4.13629E-3 1.59688E-2 1.11902E-3 3.28674E-2 
4.13791E-3 1.59703E-2 1.12045E-3 3.28667E-2 
4.13952E-3 1.59717E-2 1.12187E-3 3.28659E-2 
4.14111E-3 1.59731E-2 1.12327E-3 3.28652E-2 
4.14268E-3 1.59746E-2 1.12465E-3 3.28644E-2 
4.14424E-3 1.59760E-2 1.12602E-3 3.28637E-2 
4.14578E-3 1.59773E-2 1.12738E-3 3.28629E-2 
4.14731E-3 1.59787E-2 1.12872E-3 3.28622E-2 
4.14883E-3 1.59801E-2 1.13005E-3 3.28615E-2 
4.15033E-3 1.59814E-2 1.13136E-3 3.28608E-2 
4.15181E-3 1.59828E-2 1.13267E-3 3.28601E-2 
4.15328E-3 1.59841E-2 1.13395E-3 3.28594E-2 
4.15474E-3 1.59854E-2 1.13523E-3 3.28587E-2 
4.15618E-3 1.59867E-2 1.13649E-3 3.28580E-2 
4.15761E-3 1.59880E-2 1.13774E-3 3.28573E-2 
4.15903E-3 1.59893E-2 1.13897E-3 3.28566E-2 
4.16043E-3 1.59906E-2 1.14019E-3 3.28559E-2 
4.16181E-3 1.59918E-2 1.14140E-3 3.28552E-2 
4.16319E-3 1.59931E-2 1.14260E-3 3.28546E-2 
4.16455E-3 1.59943E-2 1.14378E-3 3.28539E-2 
4.16589E-3 1.59956E-2 1.14495E-3 3.28533E-2 
4.16723E-3 1.59968E-2 1.14611E-3 3.28526E-2 
4.16855E-3 1.59980E-2 1.14725E-3 3.28520E-2 
4.16986E-3 1.59992E-2 1.14839E-3 3.28513E-2 
4.17115E-3 1.60004E-2 1.14951E-3 3.28507E-2 
4.17243E-3 1.60016E-2 1.15062E-3 3.28501E-2 
4.17370E-3 1.60027E-2 1.15172E-3 3.28494E-2 
4.17496E-3 1.60039E-2 1.15280E-3 3.28488E-2 
4.17620E-3 1.60050E-2 1.15388E-3 3.28482E-2 
4.17743E-3 1.60062E-2 1.15494E-3 3.28476E-2 
4.17865E-3 1.60073E-2 1.15599E-3 3.28470E-2 
4.17986E-3 1.60084E-2 1.15703E-3 3.28464E-2 
4.18105E-3 1.60095E-2 1.15806E-3 3.28458E-2 
4.18224E-3 1.60106E-2 1.15908E-3 3.28452E-2 
4.18341E-3 1.60117E-2 1.16009E-3 3.28446E-2 
4.18457E-3 1.60128E-2 1.16109E-3 3.28440E-2 
4.18571E-3 1.60139E-2 1.16207E-3 3.28435E-2 
4.18685E-3 1.60150E-2 1.16305E-3 3.28429E-2 
4.18798E-3 1.60160E-2 1.16401E-3 3.28423E-2 
4.18909E-3 1.60171E-2 1.16497E-3 3.28418E-2 
4.19019E-3 1.60181E-2 1.16591E-3 3.28412E-2 
4.19128E-3 1.60191E-2 1.16684E-3 3.28407E-2 
4.19236E-3 1.60201E-2 1.16777E-3 3.28401E-2 
4.19343E-3 1.60212E-2 1.16868E-3 3.28396E-2 
4.19449E-3 1.60222E-2 1.16959E-3 3.28391E-2 
4.19554E-3 1.60232E-2 1.17048E-3 3.28385E-2 
4.19658E-3 1.60241E-2 1.17136E-3 3.28380E-2 
4.19761E-3 1.60251E-2 1.17224E-3 3.28375E-2 
4.19862E-3 1.60261E-2 1.17310E-3 3.28370E-2 
4.19963E-3 1.60270E-2 1.17396E-3 3.28365E-2 
4.20062E-3 1.60280E-2 1.17481E-3 3.28360E-2 
4.20161E-3 1.60289E-2 1.17564E-3 3.28355E-2 
4.20259E-3 1.60299E-2 1.17647E-3 3.28350E-2 
4.20355E-3 1.60308E-2 1.17729E-3 3.28345E-2 
4.20451E-3 1.60317E-2 1.17810E-3 3.28340E-2 
4.20546E-3 1.60326E-2 1.17890E-3 3.28335E-2 
4.20639E-3 1.60335E-2 1.17969E-3 3.28330E-2 
4.20732E-3 1.60344E-2 1.18048E-3 3.28325E-2 
4.20824E-3 1.60353E-2 1.18125E-3 3.28321E-2 
4.20915E-3 1.60362E-2 1.18202E-3 3.28316E-2 
4.21005E-3 1.60371E-2 1.18278E-3 3.28311E-2 
4.21094E-3 1.60379E-2 1.18353E-3 3.28307E-2 
4.21182E-3 1.60388E-2 1.18427E-3 3.28302E-2 
4.21270E-3 1.60397E-2 1.18500E-3 3.28298E-2 
4.21357E-3 1.60405E-2 1.18573E-3 3.28293E-2 
4.21444E-3 1.60413E-2 1.18644E-3 3.28289E-2 
4.21530E-3 1.60422E-2 1.18715E-3 3.28284E-2 
4.21616E-3 1.60430E-2 1.18785E-3 3.28280E-2 
4.21700E-3 1.60438E-2 1.18855E-3 3.28276E-2 
4.21783E-3 1.60446E-2 1.18923E-3 3.28272E-2 
4.21866E-3 1.60454E-2 1.18991E-3 3.28267E-2 
4.21948E-3 1.60462E-2 1.19058E-3 3.28263E-2 
4.22029E-3 1.60470E-2 1.19125E-3 3.28259E-2 
4.22109E-3 1.60478E-2 1.19190E-3 3.28255E-2 
4.22188E-3 1.60485E-2 1.19255E-3 3.28251E-2 
4.22267E-3 1.60493E-2 1.19320E-3 3.28247E-2 
4.22345E-3 1.60501E-2 1.19383E-3 3.28243E-2 
4.22422E-3 1.60508E-2 1.19446E-3 3.28239E-2 
4.22498E-3 1.60516E-2 1.19508E-3 3.28235E-2 
4.22573E-3 1.60523E-2 1.19570E-3 3.28231E-2 
4.22648E-3 1.60530E-2 1.19632E-3 3.28227E-2 
4.22721E-3 1.60538E-2 1.19692E-3 3.28223E-2 
4.22795E-3 1.60545E-2 1.19752E-3 3.28220E-2 
4.22867E-3 1.60552E-2 1.19812E-3 3.28216E-2 
4.22939E-3 1.60559E-2 1.19871E-3 3.28212E-2 
4.23009E-3 1.60566E-2 1.19929E-3 3.28209E-2 
4.23080E-3 1.60573E-2 1.19986E-3 3.28205E-2 
4.23149E-3 1.60580E-2 1.20043E-3 3.28201E-2 
4.23218E-3 1.60587E-2 1.20100E-3 3.28198E-2 
4.23286E-3 1.60594E-2 1.20155E-3 3.28194E-2 
4.23353E-3 1.60600E-2 1.20210E-3 3.28191E-2 
4.23420E-3 1.60607E-2 1.20265E-3 3.28187E-2 
4.23486E-3 1.60614E-2 1.20318E-3 3.28184E-2 
4.23551E-3 1.60620E-2 1.20372E-3 3.28180E-2 
4.23616E-3 1.60627E-2 1.20424E-3 3.28177E-2 
4.23680E-3 1.60633E-2 1.20476E-3 3.28174E-2 
4.23743E-3 1.60639E-2 1.20528E-3 3.28170E-2 
4.23806E-3 1.60646E-2 1.20579E-3 3.28167E-2 
4.23868E-3 1.60652E-2 1.20629E-3 3.28164E-2 
4.23929E-3 1.60658E-2 1.20679E-3 3.28161E-2 
4.23990E-3 1.60664E-2 1.20728E-3 3.28158E-2 
4.24050E-3 1.60671E-2 1.20776E-3 3.28154E-2 
4.24110E-3 1.60677E-2 1.20825E-3 3.28151E-2 
4.24169E-3 1.60683E-2 1.20872E-3 3.28148E-2 
4.24227E-3 1.60689E-2 1.20919E-3 3.28145E-2 
4.24285E-3 1.60695E-2 1.20966E-3 3.28142E-2 
4.24342E-3 1.60700E-2 1.21012E-3 3.28139E-2 
4.24399E-3 1.60706E-2 1.21057E-3 3.28136E-2 
4.24455E-3 1.60712E-2 1.21102E-3 3.28133E-2 
4.24510E-3 1.60718E-2 1.21147E-3 3.28130E-2 
4.24565E-3 1.60723E-2 1.21191E-3 3.28127E-2 
4.24620E-3 1.60729E-2 1.21234E-3 3.28125E-2 
4.24673E-3 1.60734E-2 1.21278E-3 3.28122E-2 
4.24727E-3 1.60740E-2 1.21320E-3 3.28119E-2 
4.24779E-3 1.60745E-2 1.21362E-3 3.28116E-2 
4.24831E-3 1.60751E-2 1.21404E-3 3.28113E-2 
4.24883E-3 1.60756E-2 1.21445E-3 3.28111E-2 
4.24934E-3 1.60761E-2 1.21486E-3 3.28108E-2 
4.24985E-3 1.60767E-2 1.21526E-3 3.28105E-2 
4.25035E-3 1.60772E-2 1.21566E-3 3.28103E-2 
4.25084E-3 1.60777E-2 1.21605E-3 3.28100E-2 
4.25134E-3 1.60782E-2 1.21644E-3 3.28097E-2 
4.25182E-3 1.60787E-2 1.21683E-3 3.28095E-2 
4.25230E-3 1.60792E-2 1.21721E-3 3.28092E-2 
4.25278E-3 1.60797E-2 1.21759E-3 3.28090E-2 
4.25325E-3 1.60802E-2 1.21796E-3 3.28087E-2 
4.25371E-3 1.60807E-2 1.21833E-3 3.28085E-2 
4.25418E-3 1.60812E-2 1.21869E-3 3.28082E-2 
4.25463E-3 1.60817E-2 1.21905E-3 3.28080E-2 
4.25508E-3 1.60822E-2 1.21941E-3 3.28077E-2 
4.25553E-3 1.60827E-2 1.21976E-3 3.28075E-2 
4.25598E-3 1.60831E-2 1.22011E-3 3.28073E-2 
4.25641E-3 1.60836E-2 1.22045E-3 3.28070E-2 
4.25685E-3 1.60841E-2 1.22080E-3 3.28068E-2 
4.25728E-3 1.60845E-2 1.22113E-3 3.28066E-2 
4.25770E-3 1.60850E-2 1.22147E-3 3.28063E-2 
4.25812E-3 1.60854E-2 1.22180E-3 3.28061E-2 
4.25854E-3 1.60859E-2 1.22212E-3 3.28059E-2 
4.25895E-3 1.60863E-2 1.22245E-3 3.28057E-2 
4.25936E-3 1.60868E-2 1.22277E-3 3.28054E-2 
4.25977E-3 1.60872E-2 1.22308E-3 3.28052E-2 
4.26017E-3 1.60876E-2 1.22339E-3 3.28050E-2 
4.26056E-3 1.60881E-2 1.22370E-3 3.28048E-2 
4.26095E-3 1.60885E-2 1.22401E-3 3.28046E-2 
4.26134E-3 1.60889E-2 1.22431E-3 3.28044E-2 
4.26173E-3 1.60893E-2 1.22461E-3 3.28042E-2 
4.26211E-3 1.60898E-2 1.22490E-3 3.28040E-2 
4.26248E-3 1.60902E-2 1.22520E-3 3.28038E-2 
4.26286E-3 1.60906E-2 1.22549E-3 3.28036E-2 
4.26322E-3 1.60910E-2 1.22577E-3 3.28034E-2 
4.26359E-3 1.60914E-2 1.22605E-3 3.28032E-2 
4.26395E-3 1.60918E-2 1.22633E-3 3.28030E-2 
4.26431E-3 1.60922E-2 1.22661E-3 3.28028E-2 
4.26466E-3 1.60926E-2 1.22688E-3 3.28026E-2 
4.26501E-3 1.60930E-2 1.22715E-3 3.28024E-2 
4.26536E-3 1.60933E-2 1.22742E-3 3.28022E-2 
4.26570E-3 1.60937E-2 1.22769E-3 3.28020E-2 
4.26604E-3 1.60941E-2 1.22795E-3 3.28018E-2 
4.26638E-3 1.60945E-2 1.22821E-3 3.28016E-2 
4.26671E-3 1.60949E-2 1.22846E-3 3.28015E-2 
4.26704E-3 1.60952E-2 1.22872E-3 3.28013E-2 
4.26737E-3 1.60956E-2 1.22897E-3 3.28011E-2 
4.26769E-3 1.60960E-2 1.22921E-3 3.28009E-2 
4.26801E-3 1.60963E-2 1.22946E-3 3.28007E-2 
4.26833E-3 1.60967E-2 1.22970E-3 3.28006E-2 
4.26864E-3 1.60970E-2 1.22994E-3 3.28004E-2 
4.26896E-3 1.60974E-2 1.23018E-3 3.28002E-2 
4.26926E-3 1.60977E-2 1.23041E-3 3.28001E-2 
4.26957E-3 1.60981E-2 1.23064E-3 3.27999E-2 
4.26987E-3 1.60984E-2 1.23087E-3 3.27997E-2 
4.27017E-3 1.60988E-2 1.23110E-3 3.27996E-2 
4.27046E-3 1.60991E-2 1.23132E-3 3.27994E-2 
4.27075E-3 1.60994E-2 1.23155E-3 3.27992E-2 
4.27104E-3 1.60998E-2 1.23177E-3 3.27991E-2 
4.27133E-3 1.61001E-2 1.23198E-3 3.27989E-2 
4.27161E-3 1.61004E-2 1.23220E-3 3.27988E-2 
4.27190E-3 1.61008E-2 1.23241E-3 3.27986E-2 
4.27217E-3 1.61011E-2 1.23262E-3 3.27984E-2 
4.27245E-3 1.61014E-2 1.23283E-3 3.27983E-2 
4.27272E-3 1.61017E-2 1.23303E-3 3.27981E-2 
4.27299E-3 1.61020E-2 1.23324E-3 3.27980E-2 
4.27326E-3 1.61024E-2 1.23344E-3 3.27978E-2 
4.27352E-3 1.61027E-2 1.23364E-3 3.27977E-2 
4.27379E-3 1.61030E-2 1.23383E-3 3.27975E-2 
4.27405E-3 1.61033E-2 1.23403E-3 3.27974E-2 
4.27430E-3 1.61036E-2 1.23422E-3 3.27973E-2 
4.27456E-3 1.61039E-2 1.23441E-3 3.27971E-2 
4.27481E-3 1.61042E-2 1.23460E-3 3.27970E-2 
4.27506E-3 1.61045E-2 1.23478E-3 3.27968E-2 
4.27531E-3 1.61048E-2 1.23497E-3 3.27967E-2 
4.27555E-3 1.61050E-2 1.23515E-3 3.27966E-2 
4.27579E-3 1.61053E-2 1.23533E-3 3.27964E-2 
4.27603E-3 1.61056E-2 1.23551E-3 3.27963E-2 
4.27627E-3 1.61059E-2 1.23568E-3 3.27962E-2 
4.27650E-3 1.61062E-2 1.23586E-3 3.27960E-2 
4.27674E-3 1.61065E-2 1.23603E-3 3.27959E-2 
4.27697E-3 1.61067E-2 1.23620E-3 3.27958E-2 
4.27720E-3 1.61070E-2 1.23637E-3 3.27956E-2 
4.27742E-3 1.61073E-2 1.23653E-3 3.27955E-2 
4.27765E-3 1.61076E-2 1.23670E-3 3.27954E-2 
4.27787E-3 1.61078E-2 1.23686E-3 3.27953E-2 
4.27809E-3 1.61081E-2 1.23702E-3 3.27951E-2 
4.27830E-3 1.61084E-2 1.23718E-3 3.27950E-2 
4.27852E-3 1.61086E-2 1.23734E-3 3.27949E-2 
4.27873E-3 1.61089E-2 1.23749E-3 3.27948E-2 
4.27894E-3 1.61091E-2 1.23765E-3 3.27946E-2 
4.27915E-3 1.61094E-2 1.23780E-3 3.27945E-2 
4.27936E-3 1.61096E-2 1.23795E-3 3.27944E-2 
4.27957E-3 1.61099E-2 1.23810E-3 3.27943E-2 
4.27977E-3 1.61101E-2 1.23825E-3 3.27942E-2 
4.27997E-3 1.61104E-2 1.23839E-3 3.27941E-2 
4.28017E-3 1.61106E-2 1.23854E-3 3.27940E-2 
4.28037E-3 1.61109E-2 1.23868E-3 3.27938E-2 
4.28056E-3 1.61111E-2 1.23882E-3 3.27937E-2 
4.28076E-3 1.61114E-2 1.23896E-3 3.27936E-2 
4.28095E-3 1.61116E-2 1.23910E-3 3.27935E-2 
4.28114E-3 1.61118E-2 1.23923E-3 3.27934E-2 
4.28133E-3 1.61121E-2 1.23937E-3 3.27933E-2 
4.28151E-3 1.61123E-2 1.23950E-3 3.27932E-2 
4.28170E-3 1.61125E-2 1.23963E-3 3.27931E-2 
4.28188E-3 1.61128E-2 1.23976E-3 3.27930E-2 
4.28206E-3 1.61130E-2 1.23989E-3 3.27929E-2 
4.28224E-3 1.61132E-2 1.24002E-3 3.27928E-2 
4.28242E-3 1.61134E-2 1.24015E-3 3.27927E-2 
4.28259E-3 1.61137E-2 1.24027E-3 3.27926E-2 
4.28277E-3 1.61139E-2 1.24039E-3 3.27925E-2 
4.28294E-3 1.61141E-2 1.24052E-3 3.27924E-2 
4.28311E-3 1.61143E-2 1.24064E-3 3.27923E-2 
4.28328E-3 1.61145E-2 1.24076E-3 3.27922E-2 
4.28345E-3 1.61147E-2 1.24087E-3 3.27921E-2 
4.28362E-3 1.61149E-2 1.24099E-3 3.27920E-2 
4.28378E-3 1.61152E-2 1.24111E-3 3.27919E-2 
4.28394E-3 1.61154E-2 1.24122E-3 3.27918E-2 
4.28411E-3 1.61156E-2 1.24133E-3 3.27917E-2 
4.28427E-3 1.61158E-2 1.24145E-3 3.27916E-2 
4.28442E-3 1.61160E-2 1.24156E-3 3.27915E-2 
4.28458E-3 1.61162E-2 1.24167E-3 3.27914E-2 
4.28474E-3 1.61164E-2 1.24177E-3 3.27914E-2 
4.28489E-3 1.61166E-2 1.24188E-3 3.27913E-2 
4.28504E-3 1.61168E-2 1.24199E-3 3.27912E-2 
4.28520E-3 1.61170E-2 1.24209E-3 3.27911E-2 
4.28535E-3 1.61172E-2 1.24219E-3 3.27910E-2 
4.28549E-3 1.61174E-2 1.24230E-3 3.27909E-2 
4.28564E-3 1.61176E-2 1.24240E-3 3.27908E-2 
4.28579E-3 1.61177E-2 1.24250E-3 3.27908E-2 
4.28593E-3 1.61179E-2 1.24260E-3 3.27907E-2 
4.28607E-3 1.61181E-2 1.24270E-3 3.27906E-2 
4.28622E-3 1.61183E-2 1.24279E-3 3.27905E-2 
4.28636E-3 1.61185E-2 1.24289E-3 3.27904E-2 
4.28649E-3 1.61187E-2 1.24298E-3 3.27904E-2 
4.28663E-3 1.61188E-2 1.24308E-3 3.27903E-2 
4.28677E-3 1.61190E-2 1.24317E-3 3.27902E-2 
4.28690E-3 1.61192E-2 1.24326E-3 3.27901E-2 
4.28704E-3 1.61194E-2 1.24335E-3 3.27900E-2 
4.28717E-3 1.61196E-2 1.24344E-3 3.27900E-2 
4.28730E-3 1.61197E-2 1.24353E-3 3.27899E-2 
4.28743E-3 1.61199E-2 1.24362E-3 3.27898E-2 
4.28756E-3 1.61201E-2 1.24371E-3 3.27897E-2 
4.28769E-3 1.61202E-2 1.24379E-3 3.27897E-2 
4.28782E-3 1.61204E-2 1.24388E-3 3.27896E-2 
4.28794E-3 1.61206E-2 1.24396E-3 3.27895E-2 
4.28807E-3 1.61208E-2 1.24404E-3 3.27894E-2 
4.28819E-3 1.61209E-2 1.24413E-3 3.27894E-2 
4.28831E-3 1.61211E-2 1.24421E-3 3.27893E-2 
4.28843E-3 1.61212E-2 1.24429E-3 3.27892E-2 
4.28855E-3 1.61214E-2 1.24437E-3 3.27892E-2 
4.28867E-3 1.61216E-2 1.24445E-3 3.27891E-2 
4.28879E-3 1.61217E-2 1.24453E-3 3.27890E-2 
4.28890E-3 1.61219E-2 1.24460E-3 3.27890E-2 
4.28902E-3 1.61220E-2 1.24468E-3 3.27889E-2 
4.28913E-3 1.61222E-2 1.24476E-3 3.27888E-2 
4.28925E-3 1.61224E-2 1.24483E-3 3.27888E-2 
4.28936E-3 1.61225E-2 1.24490E-3 3.27887E-2 
4.28947E-3 1.61227E-2 1.24498E-3 3.27886E-2 
4.28958E-3 1.61228E-2 1.24505E-3 3.27886E-2 
4.28969E-3 1.61230E-2 1.24512E-3 3.27885E-2 
4.28980E-3 1.61231E-2 1.24519E-3 3.27884E-2 
4.28991E-3 1.61233E-2 1.24526E-3 3.27884E-2 
4.29001E-3 1.61234E-2 1.24533E-3 3.27883E-2 
4.29012E-3 1.61236E-2 1.24540E-3 3.27882E-2 
4.29022E-3 1.61237E-2 1.24547E-3 3.27882E-2 
4.29033E-3 1.61238E-2 1.24553E-3 3.27881E-2 
4.29043E-3 1.61240E-2 1.24560E-3 3.27881E-2 
4.29053E-3 1.61241E-2 1.24567E-3 3.27880E-2 
4.29063E-3 1.61243E-2 1.24573E-3 3.27879E-2 
4.29073E-3 1.61244E-2 1.24580E-3 3.27879E-2 
4.29083E-3 1.61245E-2 1.24586E-3 3.27878E-2 
4.29093E-3 1.61247E-2 1.24592E-3 3.27878E-2 
4.29102E-3 1.61248E-2 1.24598E-3 3.27877E-2 
4.29112E-3 1.61250E-2 1.24605E-3 3.27877E-2 
4.29121E-3 1.61251E-2 1.24611E-3 3.27876E-2 
4.29131E-3 1.61252E-2 1.24617E-3 3.27875E-2 
4.29140E-3 1.61254E-2 1.24623E-3 3.27875E-2 
4.29149E-3 1.61255E-2 1.24629E-3 3.27874E-2 
4.29159E-3 1.61256E-2 1.24634E-3 3.27874E-2 
4.29168E-3 1.61258E-2 1.24640E-3 3.27873E-2 
4.29177E-3 1.61259E-2 1.24646E-3 3.27873E-2 
4.29186E-3 1.61260E-2 1.24651E-3 3.27872E-2 
4.29195E-3 1.61261E-2 1.24657E-3 3.27872E-2 
4.29203E-3 1.61263E-2 1.24663E-3 3.27871E-2 
4.29212E-3 1.61264E-2 1.24668E-3 3.27871E-2 
4.29221E-3 1.61265E-2 1.24673E-3 3.27870E-2 
4.29229E-3 1.61266E-2 1.24679E-3 3.27870E-2 
4.29238E-3 1.61268E-2 1.24684E-3 3.27869E-2 
4.29246E-3 1.61269E-2 1.24689E-3 3.27869E-2 
4.29254E-3 1.61270E-2 1.24695E-3 3.27868E-2 
4.29263E-3 1.61271E-2 1.24700E-3 3.27868E-2 
4.29271E-3 1.61273E-2 1.24705E-3 3.27867E-2 
4.29279E-3 1.61274E-2 1.24710E-3 3.27867E-2 
4.29287E-3 1.61275E-2 1.24715E-3 3.27866E-2 
4.29295E-3 1.61276E-2 1.24720E-3 3.27866E-2 
4.29303E-3 1.61277E-2 1.24724E-3 3.27865E-2 
4.29311E-3 1.61278E-2 1.24729E-3 3.27865E-2 
4.29318E-3 1.61280E-2 1.24734E-3 3.27864E-2 
4.29326E-3 1.61281E-2 1.24739E-3 3.27864E-2 
4.29334E-3 1.61282E-2 1.24743E-3 3.27863E-2 
4.29341E-3 1.61283E-2 1.24748E-3 3.27863E-2 
4.29349E-3 1.61284E-2 1.24752E-3 3.27862E-2 
4.29356E-3 1.61285E-2 1.24757E-3 3.27862E-2 
4.29363E-3 1.61286E-2 1.24761E-3 3.27861E-2 
4.29371E-3 1.61287E-2 1.24766E-3 3.27861E-2 
4.29378E-3 1.61289E-2 1.24770E-3 3.27861E-2 
4.29385E-3 1.61290E-2 1.24774E-3 3.27860E-2 
4.29392E-3 1.61291E-2 1.24779E-3 3.27860E-2 
4.29399E-3 1.61292E-2 1.24783E-3 3.27859E-2 
4.29406E-3 1.61293E-2 1.24787E-3 3.27859E-2 
4.29413E-3 1.61294E-2 1.24791E-3 3.27858E-2 
4.29420E-3 1.61295E-2 1.24795E-3 3.27858E-2 
4.29427E-3 1.61296E-2 1.24799E-3 3.27858E-2 
4.29434E-3 1.61297E-2 1.24803E-3 3.27857E-2 
4.29440E-3 1.61298E-2 1.24807E-3 3.27857E-2 
4.29447E-3 1.61299E-2 1.24811E-3 3.27856E-2 
4.29454E-3 1.61300E-2 1.24815E-3 3.27856E-2 
4.29460E-3 1.61301E-2 1.24819E-3 3.27856E-2 
4.29466E-3 1.61302E-2 1.24823E-3 3.27855E-2 
4.29473E-3 1.61303E-2 1.24826E-3 3.27855E-2 
4.29479E-3 1.61304E-2 1.24830E-3 3.27854E-2 
4.29486E-3 1.61305E-2 1.24834E-3 3.27854E-2 
4.29492E-3 1.61306E-2 1.24837E-3 3.27854E-2 
4.29498E-3 1.61307E-2 1.24841E-3 3.27853E-2 
4.29504E-3 1.61308E-2 1.24844E-3 3.27853E-2 
4.29510E-3 1.61309E-2 1.24848E-3 3.27853E-2 
4.29516E-3 1.61310E-2 1.24851E-3 3.27852E-2 
4.29522E-3 1.61311E-2 1.24855E-3 3.27852E-2 
4.29528E-3 1.61312E-2 1.24858E-3 3.27851E-2 
4.29534E-3 1.61313E-2 1.24861E-3 3.27851E-2 
4.29540E-3 1.61314E-2 1.24865E-3 3.27851E-2 
4.29546E-3 1.61314E-2 1.24868E-3 3.27850E-2 
