128  128
0.000000   -31.776629
0.005984   -8.068660
0.011969   63.446421
0.017953   217.143081
0.023937   330.057715
0.029921   321.310789
0.035906   282.828381
0.041890   265.243386
0.047874   303.741050
0.053858   356.381785
0.059843   381.719792
0.065827   389.467618
0.071811   414.258842
0.077795   461.562654
0.083780   499.093375
0.089764   497.176177
0.095748   461.043164
0.101732   421.979698
0.107717   403.918633
0.113701   402.280750
0.119685   395.750827
0.125669   372.234894
0.131654   339.441194
0.137638   311.167403
0.143622   294.311259
0.149606   287.753546
0.155591   286.300224
0.161575   279.423524
0.167559   251.285853
0.173543   185.718233
0.179528   76.242814
0.185512   -62.511793
0.191496   -205.231502
0.197480   -366.319373
0.203465   -598.625069
0.209449   -855.166699
0.215433   -1031.010850
0.221417   -1180.060817
0.227402   -1568.797460
0.233386   -2265.007975
0.239370   -3145.092469
0.245354   -4112.626497
0.251339   -5052.341410
0.257323   -5952.839271
0.263307   -7278.429342
0.269291   -9420.763607
0.275276   -11631.349090
0.281260   -12780.964271
0.287244   -12893.523577
0.293228   -12829.748219
0.299213   -12953.123279
0.305197   -13026.644743
0.311181   -12938.673907
0.317165   -12798.905767
0.323150   -12655.799065
0.329134   -12560.413342
0.335118   -12524.116665
0.341102   -12504.964036
0.347087   -12462.161751
0.353071   -12400.969002
0.359055   -12330.524001
0.365039   -12253.128583
0.371024   -12176.443109
0.377008   -12108.624561
0.382992   -12052.310212
0.388976   -12004.134510
0.394961   -11959.229105
0.400945   -11912.690415
0.406929   -11861.657416
0.412913   -11805.768065
0.418898   -11746.412839
0.424882   -11685.382968
0.430866   -11624.127158
0.436850   -11563.768794
0.442835   -11505.317201
0.448819   -11449.809213
0.454803   -11398.461178
0.460787   -11352.729510
0.466772   -11313.750485
0.472756   -11281.342385
0.478740   -11253.511792
0.484724   -11227.458604
0.490709   -11201.002850
0.496693   -11173.550568
0.502677   -11146.186487
0.508661   -11120.957902
0.514646   -11100.533624
0.520630   -11083.260887
0.526614   -11062.789750
0.532598   -11035.159487
0.538583   -11003.963831
0.544567   -10973.164517
0.550551   -10942.836977
0.556535   -10913.070813
0.562520   -10883.930195
0.568504   -10849.090535
0.574488   -10790.425667
0.580472   -10695.006160
0.586457   -10559.544931
0.592441   -10404.117234
0.598425   -10268.090505
0.604409   -10167.335541
0.610394   -10071.516567
0.616378   -9948.510763
0.622362   -9814.227326
0.628346   -9713.223215
0.634331   -9659.196014
0.640315   -9623.711957
0.646299   -9582.517269
0.652283   -9545.555006
0.658268   -9531.586907
0.664252   -9538.888362
0.670236   -9552.401932
0.676220   -9565.647490
0.682205   -9585.789505
0.688189   -9620.232573
0.694173   -9661.396259
0.700157   -9689.449861
0.706142   -9711.416479
0.712126   -9766.650253
0.718110   -9949.102202
0.724094   -9927.759175
0.730079   -9145.282602
0.736063   -7268.802415
0.742047   -5565.118243
0.748031   -2798.001741
0.754016   -946.663187
0.760000   -31.776629
