lumen_inlet lumen_outlet lumen_wall 
1.249455E1 1.249056E1 3.765934E2 

-2.12392E3 8.864114E2 0.00000000 
-7.53420E1 8.900446E2 0.00000000 
-1.93878E3 1.491588E3 0.00000000 
-7.59910E2 1.151678E3 0.00000000 
-9.26952E2 9.422609E2 0.00000000 
-5.23666E2 6.183850E2 0.00000000 
-6.55998E2 6.177402E2 0.00000000 
-1.12168E3 9.619742E2 0.00000000 
-2.65670E3 2.033635E3 0.00000000 
-5.94379E3 4.538946E3 0.00000000 
-1.21314E4 9.573784E3 0.00000000 
-2.17181E4 1.805558E4 0.00000000 
-3.44894E4 3.012895E4 0.00000000 
-4.90903E4 4.477085E4 0.00000000 
-6.36982E4 6.009955E4 0.00000000 
-7.67658E4 7.421537E4 0.00000000 
-8.78885E4 8.619469E4 0.00000000 
-9.81408E4 9.666538E4 0.00000000 
-1.09945E5 1.077684E5 0.00000000 
-1.26635E5 1.226813E5 0.00000000 
-1.51984E5 1.450828E5 0.00000000 
-1.89709E5 1.787179E5 0.00000000 
-2.42738E5 2.268710E5 0.00000000 
-3.12099E5 2.914350E5 0.00000000 
-3.95715E5 3.716192E5 0.00000000 
-4.87864E5 4.629434E5 0.00000000 
-5.80060E5 5.574707E5 0.00000000 
-6.63518E5 6.458327E5 0.00000000 
-7.32456E5 7.205963E5 0.00000000 
-7.86819E5 7.795822E5 0.00000000 
-8.33277E5 8.275889E5 0.00000000 
-8.84197E5 8.758122E5 0.00000000 
-9.55284E5 9.394887E5 0.00000000 
-1.06282E6 1.034967E6 0.00000000 
-1.22081E6 1.176989E6 0.00000000 
-1.43754E6 1.375823E6 0.00000000 
-1.71090E6 1.633291E6 0.00000000 
-2.02329E6 1.937510E6 0.00000000 
-2.33860E6 2.258338E6 0.00000000 
-2.60495E6 2.547322E6 0.00000000 
-2.76525E6 2.745639E6 0.00000000 
-2.77402E6 2.800128E6 0.00000000 
-2.61454E6 2.682529E6 0.00000000 
-2.30829E6 2.403431E6 0.00000000 
-1.91131E6 2.013150E6 0.00000000 
-1.49750E6 1.587340E6 0.00000000 
-1.13647E6 1.203039E6 0.00000000 
-8.76021E5 9.164320E5 0.00000000 
-7.37718E5 7.532536E5 0.00000000 
-7.26492E5 7.159837E5 0.00000000 
-8.47237E5 8.024509E5 0.00000000 
-1.11728E6 1.023695E6 0.00000000 
-1.56592E6 1.409162E6 0.00000000 
-2.21979E6 1.994617E6 0.00000000 
-3.08155E6 2.798474E6 0.00000000 
-4.11373E6 3.799459E6 0.00000000 
-5.23762E6 4.928594E6 0.00000000 
-6.34949E6 6.081301E6 0.00000000 
-7.34811E6 7.145278E6 0.00000000 
-8.16206E6 8.032320E6 0.00000000 
-8.76659E6 8.701106E6 0.00000000 
-9.18490E6 9.163239E6 0.00000000 
-9.47575E6 9.472785E6 0.00000000 
-9.71387E6 9.705957E6 0.00000000 
-9.97055E6 9.939531E6 0.00000000 
-1.02992E7 1.023435E7 0.00000000 
-1.07279E7 1.062628E7 0.00000000 
-1.12573E7 1.112363E7 0.00000000 
-1.18640E7 1.170941E7 0.00000000 
-1.25074E7 1.234695E7 0.00000000 
-1.31390E7 1.298848E7 0.00000000 
-1.37136E7 1.358593E7 0.00000000 
-1.41999E7 1.410196E7 0.00000000 
-1.45873E7 1.451864E7 0.00000000 
-1.48877E7 1.484108E7 0.00000000 
-1.51308E7 1.509488E7 0.00000000 
