
 ----------------------------------------------

    SimVascular Fluid-Structure Interaction
                   (svFSI)

 ----------------------------------------------

 This program comes with ABSOLUTELY NO WARRANTY
 Compiled on 06-24-2020

 Running sequentially
 Number of meshes: 1
 Reading mesh <msh>
 <VTK XML Parser> Loading file <../mesh/N016/mesh-complete.mesh.vtu>
 Checking IEN array structure for mesh <msh>
 Number of available faces: 4
 <VTK XML Parser> Loading file <../mesh/N016/mesh-surfaces/bottom.vtp>
 <VTK XML Parser> Loading file <../mesh/N016/mesh-surfaces/top.vtp>
 <VTK XML Parser> Loading file <../mesh/N016/mesh-surfaces/left.vtp>
 <VTK XML Parser> Loading file <../mesh/N016/mesh-surfaces/right.vtp>
 Number of nodes: 289
 Number of elements: 512
 Mesh data imported successfully
 Domain size X: 0.000000 1.000000
 Domain size Y: 0.000000 1.000000
 Number of equations: 1
 Using preconditioner: svfsi
 Number of imposed BC for equation <stokes>: 3
 Configuration is completed successfully
 Constructing stiffness matrix sparse structure
 Total number of non-zeros in the LHS matrix: 1889
 Initializing state variables to zero
 Eq. <SS>
    Volume of domain <-1> is 9.999E-1
 Area of face <bottom> is 1.000000
 Area of face <top> is 1.000000
 Area of face <left> is 1.000000
 Area of face <right> is 1.000000

---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 New time step size: 2.000E-3
 SS    59-2  2.2240  [-164 5.75E-9 9.6E-13 1.00000]  !   0    0   0!
 SS    60-1  2.2540  [   0 1.00000 1.49E-4 6.47E-9]  [ 794   -4 100]
 SS    60-2  2.2550  [-163 6.47E-9 9.7E-13 1.00000]  !   0    0   0!
 SS    61-1  2.2849  [   0 1.00000 1.34E-4 7.20E-9]  [ 807   -5 100]
 SS    61-2  2.2860  [-162 7.20E-9 9.6E-13 1.00000]  !   0    0   0!
 SS    62-1  2.3169  [   0 1.00000 1.20E-4 7.99E-9]  [ 808   -6  97]
 SS    62-2  2.3179  [-161 7.99E-9 9.6E-13 1.00000]  !   0    0   0!
 SS    63-1  2.3490  [   0 1.00000 1.08E-4 8.88E-9]  [ 818    0  97]
 SS    63-2  2.3500  [-161 8.88E-9 9.6E-13 1.00000]  !   0    0   0!
 SS    64-1  2.3810  [   0 1.00000 9.73E-5 9.92E-9]  [ 805   -6  97]
 SS    64-2  2.3820  [-160 9.92E-9 9.6E-13 1.00000]  !   0    0   0!
 SS    65-1  2.4130  [   0 1.00000 8.75E-5 1.10E-8]  [ 804   -5  94]
 SS    65-2  2.4140  [-159 1.10E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    66-1  2.4439  [   0 1.00000 7.89E-5 1.21E-8]  [ 796   -4  97]
 SS    66-2  2.4449  [-158 1.21E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    67-1  2.4750  [   0 1.00000 7.11E-5 1.35E-8]  [ 781   -2  97]
 SS    67-2  2.4760  [-157 1.35E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    68-1  2.5050  [   0 1.00000 6.42E-5 1.51E-8]  [ 772   -1  97]
 SS    68-2  2.5060  [-156 1.51E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    69-1  2.5349  [   0 1.00000 5.79E-5 1.67E-8]  [ 751   -5  97]
 SS    69-2  2.5360  [-155 1.67E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    70-1  2.5640  [   0 1.00000 5.24E-5 1.82E-8]  [ 718   -1  96]
 SS    70-2  2.5650  [-154 1.82E-8 9.5E-13 1.00000]  !   0    0   0!
 SS    71-1  2.5920  [   0 1.00000 4.74E-5 1.96E-8]  [ 713   -9 100]
 SS    71-2  2.5930  [-154 1.96E-8 9.3E-13 1.00000]  !   0    0   0!
 SS    72-1  2.6199  [   0 1.00000 4.29E-5 2.23E-8]  [ 720   -1  96]
 SS    72-2  2.6219  [-152 2.23E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    73-1  2.6490  [   0 1.00000 3.89E-5 2.47E-8]  [ 708   -6 100]
 SS    73-2  2.6490  [-152 2.47E-8 9.6E-13 1.00000]  !   0    0  25!
 SS    74-1  2.6759  [   0 1.00000 3.53E-5 2.75E-8]  [ 686   -4  96]
 SS    74-2  2.6769  [-151 2.75E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    75-1  2.7030  [   0 1.00000 3.20E-5 3.02E-8]  [ 676   -1  96]
 SS    75-2  2.7040  [-150 3.02E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    76-1  2.7289  [   0 1.00000 2.91E-5 3.33E-8]  [ 668    0  96]
 SS    76-2  2.7299  [-149 3.33E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    77-1  2.7550  [   0 1.00000 2.64E-5 3.63E-8]  [ 656   -6  96]
 SS    77-2  2.7560  [-148 3.63E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    78-1  2.7799  [   0 1.00000 2.40E-5 4.03E-8]  [ 636   -2  96]
 SS    78-2  2.7809  [-147 4.03E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    79-1  2.8050  [   0 1.00000 2.19E-5 4.42E-8]  [ 598   -6  96]
 SS    79-2  2.8060  [-147 4.42E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    80-1  2.8280  [   0 1.00000 1.99E-5 4.81E-8]  [ 584   -4 100]
 SS    80-2  2.8290  [-146 4.81E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    81-1  2.8510  [   0 1.00000 1.82E-5 5.28E-8]  [ 580   -3 100]
 SS    81-2  2.8519  [-145 5.28E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    82-1  2.8739  [   0 1.00000 1.66E-5 5.82E-8]  [ 566    0  95]
 SS    82-2  2.8750  [-144 5.82E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    83-1  2.8960  [   0 1.00000 1.51E-5 6.38E-8]  [ 545   -5  95]
 SS    83-2  2.8970  [-143 6.38E-8 9.6E-13 1.00000]  !   0    0   0!
 SS    84-1  2.9190  [   0 1.00000 1.38E-5 6.79E-8]  [ 544   -4  95]
 SS    84-2  2.9200  [-143 6.79E-8 9.4E-13 1.00000]  !   0    0   0!
 SS    85-1  2.9400  [   0 1.00000 1.26E-5 7.67E-8]  [ 533   -2 100]
 SS    85-2  2.9409  [-142 7.67E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    86-1  2.9609  [   0 1.00000 1.15E-5 8.40E-8]  [ 510   -8  95]
 SS    86-2  2.9619  [-141 8.40E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    87-1  2.9799  [   0 1.00000 1.05E-5 9.19E-8]  [ 488   -6 100]
 SS    87-2  2.9809  [-140 9.19E-8 9.7E-13 1.00000]  !   0    0   0!
 SS    88-1  3.0000  [   0 1.00000 9.68E-6 9.66E-8]  [ 479   -5  95]
 SS    88-2  3.0010  [-140 9.66E-8 9.3E-13 1.00000]  !   0    0   0!
 SS    89-1  3.0190  [   0 1.00000 8.86E-6 1.08E-7]  [ 472   -2  94]
 SS    89-2  3.0200  [-139 1.08E-7 9.6E-13 1.00000]  !   0    0   0!
 SS    90-1  3.0380  [   0 1.00000 8.12E-6 1.19E-7]  [ 456   -9  94]
 SS    90-2  3.0390  [-138 1.19E-7 9.7E-13 1.00000]  !   0    0   0!
 SS    91-1  3.0560  [   0 1.00000 7.44E-6 1.26E-7]  [ 447   -7  94]
 SS    91-2  3.0570  [-137 1.26E-7 9.4E-13 1.00000]  !   0    0   0!
 SS    92-1  3.0740  [   0 1.00000 6.82E-6 1.39E-7]  [ 442   -5  94]
 SS    92-2  3.0750  [-137 1.39E-7 9.5E-13 1.00000]  !   0    0   0!
 SS    93-1  3.0920  [   0 1.00000 6.25E-6 1.55E-7]  [ 432   -2  94]
 SS    93-2  3.0930  [-136 1.55E-7 9.7E-13 1.00000]  !   0    0   0!
 SS    94-1  3.1090  [   0 1.00000 5.74E-6 1.67E-7]  [ 402  -10  94]
 SS    94-2  3.1100  [-135 1.67E-7 9.6E-13 1.00000]  !   0    0   0!
 SS    95-1  3.1250  [   0 1.00000 5.27E-6 1.84E-7]  [ 380   -7 100]
 SS    95-2  3.1260  [-134 1.84E-7 9.7E-13 1.00000]  !   0    0   0!
 SS    96-1  3.1399  [   0 1.00000 4.84E-6 2.00E-7]  [ 375   -5  93]
 SS    96-2  3.1409  [-133 2.00E-7 9.7E-13 1.00000]  !   0    0   0!
 SS    97-1  3.1559  [   0 1.00000 4.44E-6 2.16E-7]  [ 370   -2  93]
 SS    97-2  3.1569  [-133 2.16E-7 9.6E-13 1.00000]  !   0    0   0!
 SS    98-1  3.1710  [   0 1.00000 4.08E-6 2.37E-7]  [ 356  -11 100]
 SS    98-2  3.1720  [-132 2.37E-7 9.7E-13 1.00000]  !   0    0   0!
 SS    99-1  3.1860  [   0 1.00000 3.76E-6 2.56E-7]  [ 346   -9  93]
 SS    99-2  3.1870  [-131 2.56E-7 9.6E-13 1.00000]  !   0    0   0!
 SS   100-1  3.2000  [   0 1.00000 3.45E-6 2.57E-7]  [ 344   -8  92]
 SS   100-2  3.2010  [-131 2.57E-7 8.9E-13 1.00000]  !   0    0   0!
 SS   101-1  3.2139  [   0 1.00000 3.18E-6 3.03E-7]  [ 340   -5  92]
 SS   101-2  3.2150  [-130 3.03E-7 9.6E-13 1.00000]  !   0    0   0!
 SS   102-1  3.2279  [   0 1.00000 2.93E-6 3.25E-7]  [ 334   -3  92]
 SS   102-2  3.2289  [-129 3.25E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   103-1  3.2420  [   0 1.00000 2.69E-6 3.59E-7]  [ 312    0  92]
 SS   103-2  3.2420  [-128 3.59E-7 9.7E-13 1.00000]  !   0    0  25!
 SS   104-1  3.2540  [   0 1.00000 2.48E-6 3.83E-7]  [ 290  -11  92]
 SS   104-2  3.2550  [-128 3.83E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   105-1  3.2659  [   0 1.00000 2.29E-6 4.10E-7]  [ 280   -9  91]
 SS   105-2  3.2669  [-127 4.10E-7 9.4E-13 1.00000]  !   0    0   0!
 SS   106-1  3.2780  [   0 1.00000 2.11E-6 4.46E-7]  [ 275   -7  91]
 SS   106-2  3.2790  [-126 4.46E-7 9.4E-13 1.00000]  !   0    0   0!
 SS   107-1  3.2900  [   0 1.00000 1.94E-6 4.75E-7]  [ 272   -5  91]
 SS   107-2  3.2910  [-126 4.75E-7 9.2E-13 1.00000]  !   0    0   0!
 SS   108-1  3.3009  [   0 1.00000 1.79E-6 5.33E-7]  [ 268   -3 100]
 SS   108-2  3.3019  [-125 5.33E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   109-1  3.3120  [   0 1.00000 1.65E-6 5.78E-7]  [ 259   -1  90]
 SS   109-2  3.3130  [-124 5.78E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   110-1  3.3240  [   0 1.00000 1.53E-6 6.26E-7]  [ 252  -13  91]
 SS   110-2  3.3250  [-124 6.26E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   111-1  3.3339  [   0 1.00000 1.41E-6 6.70E-7]  [ 248  -11 100]
 SS   111-2  3.3349  [-123 6.70E-7 9.4E-13 1.00000]  !   0    0   0!
 SS   112-1  3.3450  [   0 1.00000 1.30E-6 7.31E-7]  [ 242  -10  90]
 SS   112-2  3.3460  [-122 7.31E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   113-1  3.3549  [   0 1.00000 1.20E-6 7.62E-7]  [ 239   -8 100]
 SS   113-2  3.3559  [-122 7.62E-7 9.1E-13 1.00000]  !   0    0   0!
 SS   114-1  3.3660  [   0 1.00000 1.11E-6 8.53E-7]  [ 234   -6  90]
 SS   114-2  3.3670  [-121 8.53E-7 9.5E-13 1.00000]  !   0    0   0!
 SS   115-1  3.3760  [   0 1.00000 1.03E-6 8.71E-7]  [ 232   -5 100]
 SS   115-2  3.3770  [-121 8.71E-7 8.9E-13 1.00000]  !   0    0   0!
 SS   116-1  3.3860  [   0 1.00000 9.52E-7 1.01E-6]  [ 227   -3  89]
 SS   116-2  3.3870  [-119 1.01E-6 9.6E-13 1.00000]  !   0    0   0!
 SS   117-1  3.3960  [   0 1.00000 8.81E-7 1.10E-6]  [ 224   -2  89]
 SS   117-2  3.3970  [-119 1.10E-6 9.6E-13 1.00000]  !   0    0   0!
 SS   118-1  3.4049  [   0 1.00000 8.15E-7 1.18E-6]  [ 192  -15  88]
 SS   118-2  3.4049  [-118 1.18E-6 9.6E-13 1.00000]  !   0    0  25!
 SS   119-1  3.4130  [   0 1.00000 7.54E-7 1.27E-6]  [ 187  -14  88]
 SS   119-2  3.4140  [-117 1.27E-6 9.6E-13 1.00000]  !   0    0   0!
 SS   120-1  3.4210  [   0 1.00000 6.98E-7 1.33E-6]  [ 183  -12  86]
 SS   120-2  3.4220  [-117 1.33E-6 9.3E-13 1.00000]  !   0    0   0!
 SS   121-1  3.4290  [   0 1.00000 6.46E-7 1.41E-6]  [ 181  -11  86]
 SS   121-2  3.4300  [-116 1.41E-6 9.1E-13 1.00000]  !   0    0   0!
 SS   122-1  3.4370  [   0 1.00000 5.98E-7 1.57E-6]  [ 179   -9  86]
 SS   122-2  3.4380  [-116 1.57E-6 9.4E-13 1.00000]  !   0    0   0!
 SS   123-1  3.4449  [   0 1.00000 5.54E-7 1.69E-6]  [ 177   -8  86]
 SS   123-2  3.4459  [-115 1.69E-6 9.3E-13 1.00000]  !   0    0   0!
 SS   124-1  3.4530  [   0 1.00000 5.14E-7 1.82E-6]  [ 174   -7  86]
