    bottom        top       left      right 
1.00000000 1.00000000 1.00000000 1.00000000 

1.47757E13 5.25914E15 6.21210E15 5.86970E15 
1.34717E13 2.58033E15 3.08024E15 2.92514E15 
1.21518E13 1.29473E15 1.51165E15 1.42282E15 
1.17020E13 6.17930E14 7.55507E14 7.23423E14 
1.19424E13 3.25481E14 3.61438E14 3.34430E14 
1.17163E13 1.41633E14 1.95377E14 1.88226E14 
1.16121E13 9.18056E13 8.39258E13 7.19452E13 
1.14977E13 2.76461E13 6.29747E13 5.99115E13 
