    bottom        top       left      right 
1.00000000 1.00000000 1.00000000 1.00000000 

6.24027E-2 1.5407E-32 0.00000000 -3.081E-32 
9.56649E-2 1.8488E-32 0.00000000 -3.697E-32 
8.02437E-2 1.5407E-32 0.00000000 -2.465E-32 
4.94972E-2 1.5407E-32 0.00000000 -1.848E-32 
1.67840E-2 1.5407E-32 0.00000000 -2.465E-32 
-1.2865E-2 6.1629E-33 0.00000000 -3.081E-32 
-3.8727E-2 1.8488E-32 0.00000000 -3.081E-32 
-6.1051E-2 1.8488E-32 0.00000000 -3.081E-32 
